country,year,month,ym,score
UK,1966,2,1966-02,-2.1
UK,1966,3,1966-03,-2.1
UK,1966,4,1966-04,-2.1
UK,1966,5,1966-05,-2.1
UK,1966,6,1966-06,-2.1
UK,1966,7,1966-07,-2.1
UK,1966,8,1966-08,-2.1
UK,1966,9,1966-09,-2.1
UK,1966,10,1966-10,-2.1
UK,1966,11,1966-11,-2.1
UK,1966,12,1966-12,-2.1
UK,1967,1,1967-01,-2.1
UK,1967,2,1967-02,-2.1
UK,1967,3,1967-03,-2.1
UK,1967,4,1967-04,-2.1
UK,1967,5,1967-05,-2.5
UK,1967,6,1967-06,-2.6
UK,1967,7,1967-07,-2.9
UK,1967,8,1967-08,-3.3
UK,1967,9,1967-09,-3.3
UK,1967,10,1967-10,-3.3
UK,1967,11,1967-11,-3.3
UK,1967,12,1967-12,-3.3
UK,1968,1,1968-01,-3.3
UK,1968,2,1968-02,-3.3
UK,1968,3,1968-03,-3.3
UK,1968,4,1968-04,-3.3
UK,1968,5,1968-05,-3.3
UK,1968,6,1968-06,-3.3
UK,1968,7,1968-07,-3.3
UK,1968,8,1968-08,-3.3
UK,1968,9,1968-09,-3.3
UK,1968,10,1968-10,-3.3
UK,1968,11,1968-11,-3.3
UK,1968,12,1968-12,-3.3
UK,1969,1,1969-01,-3.3
UK,1969,2,1969-02,-3.3
UK,1969,3,1969-03,-3.3
UK,1969,4,1969-04,-3.3
UK,1969,5,1969-05,-3.3
UK,1969,6,1969-06,-3.3
UK,1969,7,1969-07,-3.3
UK,1969,8,1969-08,-3.3
UK,1969,9,1969-09,-3.3
UK,1969,10,1969-10,-3.3
UK,1969,11,1969-11,-3.3
UK,1969,12,1969-12,-3.3
UK,1970,1,1970-01,-3.3
UK,1970,2,1970-02,-3.3
UK,1970,3,1970-03,-3.3
UK,1970,4,1970-04,-3.3
UK,1970,5,1970-05,-3.3
UK,1970,6,1970-06,-3.3
UK,1970,7,1970-07,-3.3
UK,1970,8,1970-08,-3.3
UK,1970,9,1970-09,-3.3
UK,1970,10,1970-10,-3.3
UK,1970,11,1970-11,-3.3
UK,1970,12,1970-12,-3.3
UK,1971,1,1971-01,-3.3
UK,1971,2,1971-02,-3.3
UK,1971,3,1971-03,-3.0
UK,1971,4,1971-04,-3.0
UK,1971,5,1971-05,-3.0
UK,1971,6,1971-06,-3.0
UK,1971,7,1971-07,-3.0
UK,1971,8,1971-08,-3.0
UK,1971,9,1971-09,-3.0
UK,1971,10,1971-10,-3.0
UK,1971,11,1971-11,-3.0
UK,1971,12,1971-12,-3.0
UK,1972,1,1972-01,-3.0
UK,1972,2,1972-02,-3.0
UK,1972,3,1972-03,-1.7
UK,1972,4,1972-04,-1.7
UK,1972,5,1972-05,-1.7
UK,1972,6,1972-06,-1.7
UK,1972,7,1972-07,-1.7
UK,1972,8,1972-08,-1.7
UK,1972,9,1972-09,-1.7
UK,1972,10,1972-10,-1.6
UK,1972,11,1972-11,-1.6
UK,1972,12,1972-12,-1.6
UK,1973,1,1973-01,-1.6
UK,1973,2,1973-02,-1.6
UK,1973,3,1973-03,-1.6
UK,1973,4,1973-04,-1.6
UK,1973,5,1973-05,-1.6
UK,1973,6,1973-06,-1.5
UK,1973,7,1973-07,-1.5
UK,1973,8,1973-08,-1.5
UK,1973,9,1973-09,-1.5
UK,1973,10,1973-10,-1.5
UK,1973,11,1973-11,-1.5
UK,1973,12,1973-12,-1.5
UK,1974,1,1974-01,-1.5
UK,1974,2,1974-02,-1.5
UK,1974,3,1974-03,-1.5
UK,1974,4,1974-04,-1.5
UK,1974,5,1974-05,-1.5
UK,1974,6,1974-06,-1.5
UK,1974,7,1974-07,-1.5
UK,1974,8,1974-08,-1.5
UK,1974,9,1974-09,-1.5
UK,1974,10,1974-10,-1.5
UK,1974,11,1974-11,-1.5
UK,1974,12,1974-12,-1.5
UK,1975,1,1975-01,-1.5
UK,1975,2,1975-02,-1.5
UK,1975,3,1975-03,-1.5
UK,1975,4,1975-04,-1.5
UK,1975,5,1975-05,-1.5
UK,1975,6,1975-06,-1.5
UK,1975,7,1975-07,-1.5
UK,1975,8,1975-08,-1.5
UK,1975,9,1975-09,-1.5
UK,1975,10,1975-10,-1.5
UK,1975,11,1975-11,-1.5
UK,1975,12,1975-12,-1.5
UK,1976,1,1976-01,-1.5
UK,1976,2,1976-02,-1.5
UK,1976,3,1976-03,-1.5
UK,1976,4,1976-04,-1.5
UK,1976,5,1976-05,-1.4
UK,1976,6,1976-06,-1.4
UK,1976,7,1976-07,-1.4
UK,1976,8,1976-08,-1.4
UK,1976,9,1976-09,-1.4
UK,1976,10,1976-10,-1.4
UK,1976,11,1976-11,-1.4
UK,1976,12,1976-12,-1.4
UK,1977,1,1977-01,-1.4
UK,1977,2,1977-02,-1.4
UK,1977,3,1977-03,-1.4
UK,1977,4,1977-04,-1.4
UK,1977,5,1977-05,-1.4
UK,1977,6,1977-06,-1.4
UK,1977,7,1977-07,-1.4
UK,1977,8,1977-08,-1.4
UK,1977,9,1977-09,-1.4
UK,1977,10,1977-10,-1.4
UK,1977,11,1977-11,-1.4
UK,1977,12,1977-12,-1.4
UK,1978,1,1978-01,-1.4
UK,1978,2,1978-02,-1.4
UK,1978,3,1978-03,-1.4
UK,1978,4,1978-04,-1.4
UK,1978,5,1978-05,-1.4
UK,1978,6,1978-06,-1.4
UK,1978,7,1978-07,-1.4
UK,1978,8,1978-08,-1.4
UK,1978,9,1978-09,-1.4
UK,1978,10,1978-10,-1.3
UK,1978,11,1978-11,-1.1
UK,1978,12,1978-12,-1.1
UK,1979,1,1979-01,-1.1
UK,1979,2,1979-02,-1.1
UK,1979,3,1979-03,-0.8
UK,1979,4,1979-04,-0.8
UK,1979,5,1979-05,-0.8
UK,1979,6,1979-06,-0.8
UK,1979,7,1979-07,-0.8
UK,1979,8,1979-08,-0.8
UK,1979,9,1979-09,-0.8
UK,1979,10,1979-10,-0.2
UK,1979,11,1979-11,-0.1
UK,1979,12,1979-12,-0.1
UK,1980,1,1980-01,-0.1
UK,1980,2,1980-02,-0.1
UK,1980,3,1980-03,0.0
UK,1980,4,1980-04,0.0
UK,1980,5,1980-05,0.0
UK,1980,6,1980-06,0.1
UK,1980,7,1980-07,0.1
UK,1980,8,1980-08,0.1
UK,1980,9,1980-09,0.1
UK,1980,10,1980-10,0.2
UK,1980,11,1980-11,0.2
UK,1980,12,1980-12,0.2
UK,1981,1,1981-01,0.2
UK,1981,2,1981-02,0.2
UK,1981,3,1981-03,0.2
UK,1981,4,1981-04,0.0
UK,1981,5,1981-05,0.0
UK,1981,6,1981-06,0.0
UK,1981,7,1981-07,0.0
UK,1981,8,1981-08,0.0
UK,1981,9,1981-09,0.0
UK,1981,10,1981-10,0.0
UK,1981,11,1981-11,0.0
UK,1981,12,1981-12,0.0
UK,1982,1,1982-01,0.0
UK,1982,2,1982-02,0.0
UK,1982,3,1982-03,0.0
UK,1982,4,1982-04,0.0
UK,1982,5,1982-05,0.0
UK,1982,6,1982-06,0.0
UK,1982,7,1982-07,0.0
UK,1982,8,1982-08,0.0
UK,1982,9,1982-09,0.5
UK,1982,10,1982-10,0.5
UK,1982,11,1982-11,0.5
UK,1982,12,1982-12,0.5
UK,1983,1,1983-01,0.5
UK,1983,2,1983-02,0.5
UK,1983,3,1983-03,0.5
UK,1983,4,1983-04,0.5
UK,1983,5,1983-05,0.5
UK,1983,6,1983-06,0.5
UK,1983,7,1983-07,0.5
UK,1983,8,1983-08,0.5
UK,1983,9,1983-09,0.5
UK,1983,10,1983-10,0.4
UK,1983,11,1983-11,0.4
UK,1983,12,1983-12,0.4
UK,1984,1,1984-01,0.4
UK,1984,2,1984-02,0.4
UK,1984,3,1984-03,0.4
UK,1984,4,1984-04,0.6
UK,1984,5,1984-05,0.6
UK,1984,6,1984-06,0.6
UK,1984,7,1984-07,0.7
UK,1984,8,1984-08,0.7
UK,1984,9,1984-09,1.5
UK,1984,10,1984-10,1.5
UK,1984,11,1984-11,1.5
UK,1984,12,1984-12,1.8
UK,1985,1,1985-01,1.8
UK,1985,2,1985-02,1.8
UK,1985,3,1985-03,1.8
UK,1985,4,1985-04,1.8
UK,1985,5,1985-05,1.8
UK,1985,6,1985-06,2.4
UK,1985,7,1985-07,2.4
UK,1985,8,1985-08,2.4
UK,1985,9,1985-09,2.4
UK,1985,10,1985-10,2.4
UK,1985,11,1985-11,2.4
UK,1985,12,1985-12,2.4
UK,1986,1,1986-01,2.4
UK,1986,2,1986-02,2.4
UK,1986,3,1986-03,2.4
UK,1986,4,1986-04,2.4
UK,1986,5,1986-05,2.5
UK,1986,6,1986-06,2.7
UK,1986,7,1986-07,2.7
UK,1986,8,1986-08,2.7
UK,1986,9,1986-09,2.7
UK,1986,10,1986-10,3.3
UK,1986,11,1986-11,3.3
UK,1986,12,1986-12,3.3
UK,1987,1,1987-01,3.3
UK,1987,2,1987-02,3.3
UK,1987,3,1987-03,3.3
UK,1987,4,1987-04,3.3
UK,1987,5,1987-05,3.3
UK,1987,6,1987-06,3.3
UK,1987,7,1987-07,3.3
UK,1987,8,1987-08,3.3
UK,1987,9,1987-09,3.3
UK,1987,10,1987-10,3.3
UK,1987,11,1987-11,3.3
UK,1987,12,1987-12,3.3
UK,1988,1,1988-01,3.3
UK,1988,2,1988-02,3.3
UK,1988,3,1988-03,3.4
UK,1988,4,1988-04,3.4
UK,1988,5,1988-05,3.4
UK,1988,6,1988-06,3.4
UK,1988,7,1988-07,3.4
UK,1988,8,1988-08,3.4
UK,1988,9,1988-09,3.4
UK,1988,10,1988-10,3.4
UK,1988,11,1988-11,3.4
UK,1988,12,1988-12,3.4
UK,1989,1,1989-01,3.4
UK,1989,2,1989-02,3.4
UK,1989,3,1989-03,3.4
UK,1989,4,1989-04,3.4
UK,1989,5,1989-05,3.4
UK,1989,6,1989-06,2.0
UK,1989,7,1989-07,2.0
UK,1989,8,1989-08,2.0
UK,1989,9,1989-09,2.0
UK,1989,10,1989-10,1.9
UK,1989,11,1989-11,1.9
UK,1989,12,1989-12,1.9
UK,1990,1,1990-01,1.9
UK,1990,2,1990-02,1.9
UK,1990,3,1990-03,1.9
UK,1990,4,1990-04,1.9
UK,1990,5,1990-05,1.9
UK,1990,6,1990-06,1.9
UK,1990,7,1990-07,1.9
UK,1990,8,1990-08,1.9
UK,1990,9,1990-09,1.9
UK,1990,10,1990-10,1.9
UK,1990,11,1990-11,1.9
UK,1990,12,1990-12,1.9
UK,1991,1,1991-01,1.9
UK,1991,2,1991-02,1.9
UK,1991,3,1991-03,1.9
UK,1991,4,1991-04,1.9
UK,1991,5,1991-05,1.9
UK,1991,6,1991-06,1.9
UK,1991,7,1991-07,2.0
UK,1991,8,1991-08,2.0
UK,1991,9,1991-09,2.3
UK,1991,10,1991-10,2.4
UK,1991,11,1991-11,2.4
UK,1991,12,1991-12,2.4
UK,1992,1,1992-01,2.4
UK,1992,2,1992-02,2.4
UK,1992,3,1992-03,2.5
UK,1992,4,1992-04,2.5
UK,1992,5,1992-05,2.5
UK,1992,6,1992-06,2.6
UK,1992,7,1992-07,2.6
UK,1992,8,1992-08,2.6
UK,1992,9,1992-09,2.6
UK,1992,10,1992-10,2.2
UK,1992,11,1992-11,2.2
UK,1992,12,1992-12,2.2
UK,1993,1,1993-01,2.2
UK,1993,2,1993-02,2.2
UK,1993,3,1993-03,1.8
UK,1993,4,1993-04,1.8
UK,1993,5,1993-05,1.8
UK,1993,6,1993-06,1.8
UK,1993,7,1993-07,1.8
UK,1993,8,1993-08,1.8
UK,1993,9,1993-09,1.8
UK,1993,10,1993-10,1.8
UK,1993,11,1993-11,1.8
UK,1993,12,1993-12,1.6
UK,1994,1,1994-01,1.6
UK,1994,2,1994-02,1.3
UK,1994,3,1994-03,1.3
UK,1994,4,1994-04,1.2
UK,1994,5,1994-05,1.2
UK,1994,6,1994-06,1.2
UK,1994,7,1994-07,1.2
UK,1994,8,1994-08,1.2
UK,1994,9,1994-09,1.2
UK,1994,10,1994-10,1.0
UK,1994,11,1994-11,1.0
UK,1994,12,1994-12,1.0
UK,1995,1,1995-01,1.0
UK,1995,2,1995-02,1.0
UK,1995,3,1995-03,1.0
UK,1995,4,1995-04,1.0
UK,1995,5,1995-05,1.0
UK,1995,6,1995-06,1.0
UK,1995,7,1995-07,1.0
UK,1995,8,1995-08,1.0
UK,1995,9,1995-09,1.0
UK,1995,10,1995-10,1.1
UK,1995,11,1995-11,1.1
UK,1995,12,1995-12,1.1
UK,1996,1,1996-01,1.2
UK,1996,2,1996-02,1.2
UK,1996,3,1996-03,1.2
UK,1996,4,1996-04,1.2
UK,1996,5,1996-05,1.3
UK,1996,6,1996-06,1.3
UK,1996,7,1996-07,1.3
UK,1996,8,1996-08,1.3
UK,1996,9,1996-09,1.4
UK,1996,10,1996-10,1.4
UK,1996,11,1996-11,1.6
UK,1996,12,1996-12,1.6
UK,1997,1,1997-01,1.6
UK,1997,2,1997-02,1.6
UK,1997,3,1997-03,1.6
UK,1997,4,1997-04,1.6
UK,1997,5,1997-05,1.6
UK,1997,6,1997-06,1.7
UK,1997,7,1997-07,2.1
UK,1997,8,1997-08,2.1
UK,1997,9,1997-09,2.1
UK,1997,10,1997-10,2.1
UK,1997,11,1997-11,2.1
UK,1997,12,1997-12,2.1
UK,1998,1,1998-01,2.2
UK,1998,2,1998-02,2.2
UK,1998,3,1998-03,2.4
UK,1998,4,1998-04,2.4
UK,1998,5,1998-05,2.4
UK,1998,6,1998-06,2.4
UK,1998,7,1998-07,2.5
UK,1998,8,1998-08,2.5
UK,1998,9,1998-09,2.5
UK,1998,10,1998-10,3.1
UK,1998,11,1998-11,3.1
UK,1998,12,1998-12,3.0
UK,1999,1,1999-01,3.0
UK,1999,2,1999-02,3.0
UK,1999,3,1999-03,3.0
UK,1999,4,1999-04,3.0
UK,1999,5,1999-05,3.0
UK,1999,6,1999-06,3.0
UK,1999,7,1999-07,3.0
UK,1999,8,1999-08,3.0
UK,1999,9,1999-09,3.0
UK,1999,10,1999-10,3.2
UK,1999,11,1999-11,3.2
UK,1999,12,1999-12,3.2
UK,2000,1,2000-01,3.3
UK,2000,2,2000-02,3.3
UK,2000,3,2000-03,3.3
UK,2000,4,2000-04,3.3
UK,2000,5,2000-05,3.5
UK,2000,6,2000-06,3.5
UK,2000,7,2000-07,3.5
UK,2000,8,2000-08,3.5
UK,2000,9,2000-09,3.5
UK,2000,10,2000-10,3.6
UK,2000,11,2000-11,3.6
UK,2000,12,2000-12,3.6
UK,2001,1,2001-01,3.6
UK,2001,2,2001-02,3.6
UK,2001,3,2001-03,3.6
UK,2001,4,2001-04,3.6
UK,2001,5,2001-05,3.6
UK,2001,6,2001-06,3.6
UK,2001,7,2001-07,3.7
UK,2001,8,2001-08,3.7
UK,2001,9,2001-09,3.7
UK,2001,10,2001-10,3.8
UK,2001,11,2001-11,3.8
UK,2001,12,2001-12,3.8
UK,2002,1,2002-01,3.8
UK,2002,2,2002-02,3.8
UK,2002,3,2002-03,3.8
UK,2002,4,2002-04,3.8
UK,2002,5,2002-05,4.0
UK,2002,6,2002-06,4.0
UK,2002,7,2002-07,4.0
UK,2002,8,2002-08,4.0
UK,2002,9,2002-09,4.0
UK,2002,10,2002-10,4.0
UK,2002,11,2002-11,4.0
UK,2002,12,2002-12,4.0
UK,2003,1,2003-01,4.0
UK,2003,2,2003-02,4.0
UK,2003,3,2003-03,4.1
UK,2003,4,2003-04,4.1
UK,2003,5,2003-05,4.1
UK,2003,6,2003-06,4.1
UK,2003,7,2003-07,4.2
UK,2003,8,2003-08,4.2
UK,2003,9,2003-09,4.2
UK,2003,10,2003-10,4.2
UK,2003,11,2003-11,4.3
UK,2003,12,2003-12,4.3
UK,2004,1,2004-01,4.3
UK,2004,2,2004-02,4.1
UK,2004,3,2004-03,4.1
UK,2004,4,2004-04,3.9
UK,2004,5,2004-05,4.6
UK,2004,6,2004-06,4.7
UK,2004,7,2004-07,4.5
UK,2004,8,2004-08,4.5
UK,2004,9,2004-09,4.5
UK,2004,10,2004-10,4.5
UK,2004,11,2004-11,4.6
UK,2004,12,2004-12,4.6
UK,2005,1,2005-01,4.6
UK,2005,2,2005-02,4.6
UK,2005,3,2005-03,4.6
UK,2005,4,2005-04,4.6
UK,2005,5,2005-05,4.6
UK,2005,6,2005-06,4.6
UK,2005,7,2005-07,4.6
UK,2005,8,2005-08,4.6
UK,2005,9,2005-09,4.7
UK,2005,10,2005-10,4.7
UK,2005,11,2005-11,4.8
UK,2005,12,2005-12,4.8
UK,2006,1,2006-01,4.8
UK,2006,2,2006-02,4.8
UK,2006,3,2006-03,4.8
UK,2006,4,2006-04,4.8
UK,2006,5,2006-05,4.8
UK,2006,6,2006-06,4.8
UK,2006,7,2006-07,4.8
UK,2006,8,2006-08,4.8
UK,2006,9,2006-09,4.9
UK,2006,10,2006-10,5.0
UK,2006,11,2006-11,5.0
UK,2006,12,2006-12,5.0
UK,2007,1,2007-01,5.0
UK,2007,2,2007-02,5.0
UK,2007,3,2007-03,5.0
UK,2007,4,2007-04,5.0
UK,2007,5,2007-05,5.0
UK,2007,6,2007-06,5.0
UK,2007,7,2007-07,5.0
UK,2007,8,2007-08,5.0
UK,2007,9,2007-09,5.1
UK,2007,10,2007-10,5.1
UK,2007,11,2007-11,5.1
UK,2007,12,2007-12,5.1
UK,2008,1,2008-01,5.3
UK,2008,2,2008-02,5.4
UK,2008,3,2008-03,5.4
UK,2008,4,2008-04,5.4
UK,2008,5,2008-05,5.3
UK,2008,6,2008-06,5.3
UK,2008,7,2008-07,5.3
UK,2008,8,2008-08,5.3
UK,2008,9,2008-09,5.3
UK,2008,10,2008-10,5.3
UK,2008,11,2008-11,5.4
UK,2008,12,2008-12,5.4
UK,2009,1,2009-01,5.6
UK,2009,2,2009-02,5.6
UK,2009,3,2009-03,5.6
UK,2009,4,2009-04,5.6
UK,2009,5,2009-05,5.6
UK,2009,6,2009-06,5.6
UK,2009,7,2009-07,5.6
UK,2009,8,2009-08,5.6
UK,2009,9,2009-09,5.6
UK,2009,10,2009-10,5.6
UK,2009,11,2009-11,5.6
UK,2009,12,2009-12,5.4
UK,2010,1,2010-01,5.4
UK,2010,2,2010-02,5.4
UK,2010,3,2010-03,5.4
UK,2010,4,2010-04,5.4
UK,2010,5,2010-05,5.4
UK,2010,6,2010-06,5.4
UK,2010,7,2010-07,5.4
UK,2010,8,2010-08,5.4
UK,2010,9,2010-09,5.4
UK,2010,10,2010-10,5.4
UK,2010,11,2010-11,5.5
UK,2010,12,2010-12,5.5
UK,2011,1,2011-01,5.5
UK,2011,2,2011-02,5.5
UK,2011,3,2011-03,5.5
UK,2011,4,2011-04,5.5
UK,2011,5,2011-05,5.5
UK,2011,6,2011-06,5.6
UK,2011,7,2011-07,5.6
UK,2011,8,2011-08,5.6
UK,2011,9,2011-09,5.7
UK,2011,10,2011-10,5.7
UK,2011,11,2011-11,5.7
UK,2011,12,2011-12,5.7
UK,2012,1,2012-01,5.7
UK,2012,2,2012-02,5.7
UK,2012,3,2012-03,5.7
UK,2012,4,2012-04,5.7
UK,2012,5,2012-05,5.6
UK,2012,6,2012-06,5.6
UK,2012,7,2012-07,5.6
UK,2012,8,2012-08,5.6
UK,2012,9,2012-09,5.6
UK,2012,10,2012-10,5.6
UK,2012,11,2012-11,5.6
UK,2012,12,2012-12,5.5
UK,2013,1,2013-01,5.5
UK,2013,2,2013-02,5.5
UK,2013,3,2013-03,5.5
UK,2013,4,2013-04,5.2
UK,2013,5,2013-05,5.2
UK,2013,6,2013-06,5.2
UK,2013,7,2013-07,5.2
UK,2013,8,2013-08,5.2
UK,2013,9,2013-09,5.1
UK,2013,10,2013-10,5.1
UK,2013,11,2013-11,5.1
UK,2013,12,2013-12,5.2
UK,2014,1,2014-01,5.2
UK,2014,2,2014-02,5.2
UK,2014,3,2014-03,5.2
UK,2014,4,2014-04,5.2
UK,2014,5,2014-05,5.2
UK,2014,6,2014-06,5.3
UK,2014,7,2014-07,4.9
UK,2014,8,2014-08,4.9
UK,2014,9,2014-09,4.9
UK,2014,10,2014-10,4.9
UK,2014,11,2014-11,4.9
UK,2014,12,2014-12,4.9
UK,2015,1,2015-01,5.0
UK,2015,2,2015-02,4.9
UK,2015,3,2015-03,4.9
UK,2015,4,2015-04,4.9
UK,2015,5,2015-05,4.9
UK,2015,6,2015-06,4.9
UK,2015,7,2015-07,4.9
UK,2015,8,2015-08,4.9
UK,2015,9,2015-09,5.0
UK,2015,10,2015-10,5.1
UK,2015,11,2015-11,5.1
UK,2015,12,2015-12,5.1
UK,2016,1,2016-01,5.1
UK,2016,2,2016-02,5.1
UK,2016,3,2016-03,5.1
UK,2016,4,2016-04,5.1
UK,2016,5,2016-05,5.1
UK,2016,6,2016-06,5.1
UK,2016,7,2016-07,5.1
UK,2016,8,2016-08,5.1
UK,2016,9,2016-09,5.1
UK,2016,10,2016-10,5.1
UK,2016,11,2016-11,5.1
UK,2016,12,2016-12,5.1
UK,2017,1,2017-01,5.1
UK,2017,2,2017-02,5.1
UK,2017,3,2017-03,5.1
UK,2017,4,2017-04,5.1
UK,2017,5,2017-05,5.1
UK,2017,6,2017-06,5.1
UK,2017,7,2017-07,5.1
UK,2017,8,2017-08,5.1
UK,2017,9,2017-09,5.1
UK,2017,10,2017-10,5.1
UK,2017,11,2017-11,5.1
UK,2017,12,2017-12,5.2
UK,2018,1,2018-01,5.3
UK,2018,2,2018-02,5.3
UK,2018,3,2018-03,5.3
UK,2018,4,2018-04,5.3
UK,2018,5,2018-05,5.3
UK,2018,6,2018-06,5.2
UK,2018,7,2018-07,5.2
UK,2018,8,2018-08,5.2
UK,2018,9,2018-09,4.8
UK,2018,10,2018-10,4.7
UK,2018,11,2018-11,4.7
UK,2018,12,2018-12,4.6
UK,2019,1,2019-01,4.6
UK,2019,2,2019-02,4.5
UK,2019,3,2019-03,4.5
UK,2019,4,2019-04,4.4
UK,2019,5,2019-05,4.4
UK,2019,6,2019-06,4.3
UK,2019,7,2019-07,3.8
UK,2019,8,2019-08,3.7
UK,2019,9,2019-09,3.7
UK,2019,10,2019-10,3.7
UK,2019,11,2019-11,3.5
UK,2019,12,2019-12,3.5
UK,2020,1,2020-01,3.4
UK,2020,2,2020-02,3.4
UK,2020,3,2020-03,3.4
UK,2020,4,2020-04,3.4
UK,2020,5,2020-05,3.2
UK,2020,6,2020-06,2.8
UK,2020,7,2020-07,2.1
UK,2020,8,2020-08,2.0
UK,2020,9,2020-09,2.0
UK,2020,10,2020-10,1.9
UK,2020,11,2020-11,1.6
UK,2020,12,2020-12,1.6
UK,2021,1,2021-01,1.2
UK,2021,2,2021-02,0.8
UK,2021,3,2021-03,0.3
UK,2021,4,2021-04,0.1
UK,2021,5,2021-05,-0.1
UK,2021,6,2021-06,-0.5
UK,2021,7,2021-07,-0.7
UK,2021,8,2021-08,-0.7
UK,2021,9,2021-09,-1.0
UK,2021,10,2021-10,-1.0
UK,2021,11,2021-11,-1.1
UK,2021,12,2021-12,-1.4
UK,2022,1,2022-01,-1.3
UK,2022,2,2022-02,-1.4
UK,2022,3,2022-03,-1.6
UK,2022,4,2022-04,-1.7
UK,2022,5,2022-05,-1.8
UK,2022,6,2022-06,-2.1
UK,2022,7,2022-07,-2.3
UK,2022,8,2022-08,-2.5
UK,2022,9,2022-09,-2.5
UK,2022,10,2022-10,-2.6
UK,2022,11,2022-11,-2.8
UK,2022,12,2022-12,-2.8
UK,2023,1,2023-01,-2.8
UK,2023,2,2023-02,-2.8
UK,2023,3,2023-03,-2.9
UK,2023,4,2023-04,-2.9
UK,2023,5,2023-05,-2.9
UK,2023,6,2023-06,-2.9
UK,2023,7,2023-07,-2.9
UK,2023,8,2023-08,-2.8
UK,2023,9,2023-09,-2.8
UK,2023,10,2023-10,-2.8
UK,2023,11,2023-11,-2.8
UK,2023,12,2023-12,-2.8
UK,2024,1,2024-01,-2.8
UK,2024,2,2024-02,-2.8
UK,2024,3,2024-03,-2.9
UK,2024,4,2024-04,-2.9
UK,2024,5,2024-05,-3.1
UK,2024,6,2024-06,-3.2
UK,2024,7,2024-07,-3.2
UK,2024,8,2024-08,-3.3
UK,2024,9,2024-09,-3.3
UK,2024,10,2024-10,-3.2
UK,2024,11,2024-11,-3.2
UK,2024,12,2024-12,-3.2
UK,2025,1,2025-01,-3.1
UK,2025,2,2025-02,-3.0
UK,2025,3,2025-03,-3.0
UK,2025,4,2025-04,-3.0
UK,2025,5,2025-05,-3.0
UK,2025,6,2025-06,-3.0
UK,2025,7,2025-07,-2.8
UK,2025,8,2025-08,-2.8
France,1950,1,1950-01,-6.0
France,1950,2,1950-02,-6.0
France,1950,3,1950-03,-6.0
France,1950,4,1950-04,-6.0
France,1950,5,1950-05,-6.0
France,1950,6,1950-06,-6.0
France,1950,7,1950-07,-6.4
France,1950,8,1950-08,-6.7
France,1950,9,1950-09,-6.7
France,1950,10,1950-10,-6.7
France,1950,11,1950-11,-6.7
France,1950,12,1950-12,-6.7
France,1951,1,1951-01,-6.7
France,1951,2,1951-02,-6.7
France,1951,3,1951-03,-6.7
France,1951,4,1951-04,-6.7
France,1951,5,1951-05,-6.7
France,1951,6,1951-06,-6.7
France,1951,7,1951-07,-6.7
France,1951,8,1951-08,-6.7
France,1951,9,1951-09,-6.7
France,1951,10,1951-10,-6.7
France,1951,11,1951-11,-6.7
France,1951,12,1951-12,-6.7
France,1952,1,1952-01,-6.7
France,1952,2,1952-02,-6.7
France,1952,3,1952-03,-6.7
France,1952,4,1952-04,-6.7
France,1952,5,1952-05,-6.7
France,1952,6,1952-06,-6.7
France,1952,7,1952-07,-6.7
France,1952,8,1952-08,-6.7
France,1952,9,1952-09,-6.7
France,1952,10,1952-10,-6.7
France,1952,11,1952-11,-6.7
France,1952,12,1952-12,-6.7
France,1953,1,1953-01,-6.7
France,1953,2,1953-02,-6.7
France,1953,3,1953-03,-6.7
France,1953,4,1953-04,-6.7
France,1953,5,1953-05,-6.7
France,1953,6,1953-06,-6.7
France,1953,7,1953-07,-6.1
France,1953,8,1953-08,-6.1
France,1953,9,1953-09,-6.1
France,1953,10,1953-10,-6.1
France,1953,11,1953-11,-6.1
France,1953,12,1953-12,-6.1
France,1954,1,1954-01,-6.1
France,1954,2,1954-02,-6.1
France,1954,3,1954-03,-6.2
France,1954,4,1954-04,-6.2
France,1954,5,1954-05,-5.8
France,1954,6,1954-06,-5.8
France,1954,7,1954-07,-4.9
France,1954,8,1954-08,-4.6
France,1954,9,1954-09,-4.6
France,1954,10,1954-10,-4.6
France,1954,11,1954-11,-4.6
France,1954,12,1954-12,-4.6
France,1955,1,1955-01,-4.6
France,1955,2,1955-02,-4.6
France,1955,3,1955-03,-4.6
France,1955,4,1955-04,-4.6
France,1955,5,1955-05,-4.6
France,1955,6,1955-06,-4.6
France,1955,7,1955-07,-4.6
France,1955,8,1955-08,-4.6
France,1955,9,1955-09,-4.6
France,1955,10,1955-10,-4.6
France,1955,11,1955-11,-4.6
France,1955,12,1955-12,-4.6
France,1956,1,1956-01,-4.6
France,1956,2,1956-02,-4.6
France,1956,3,1956-03,-4.6
France,1956,4,1956-04,-4.6
France,1956,5,1956-05,-4.6
France,1956,6,1956-06,-4.6
France,1956,7,1956-07,-4.6
France,1956,8,1956-08,-4.6
France,1956,9,1956-09,-4.6
France,1956,10,1956-10,-4.6
France,1956,11,1956-11,-4.7
France,1956,12,1956-12,-4.7
France,1957,1,1957-01,-4.7
France,1957,2,1957-02,-4.7
France,1957,3,1957-03,-4.7
France,1957,4,1957-04,-4.7
France,1957,5,1957-05,-4.7
France,1957,6,1957-06,-4.7
France,1957,7,1957-07,-4.7
France,1957,8,1957-08,-4.7
France,1957,9,1957-09,-4.7
France,1957,10,1957-10,-4.7
